PERMIT_NO,LEASE_NAME,OPERATOR_NAME,lat,lon,SPUD_DATE,ndvi_change_mean,ndvi_change_min,brightness_change_mean,brightness_change_max,combined_score_mean,combined_score_max,disturbed_pixel_count,bright_pixel_count,activity_class,confidence
900059,MENTONE 43-02,DEVON ENERGY,31.274315,-103.596957,,-0.001075898064300418,-0.47379326820373535,0.00021559727611020207,0.051271840929985046,0.000731778156477958,0.2905050218105316,201,0,PAD_CONSTRUCTION,LOW
900060,WOLFCAMP 30-21,DEVON ENERGY,31.278046,-103.599343,,0.001946974080055952,-0.5130431652069092,0.0007289503701031208,0.051271840929985046,-0.0008766043465584517,0.3139510452747345,192,0,PAD_CONSTRUCTION,LOW
900061,APACHE DRAW 02-48,DEVON ENERGY,31.33745,-103.526414,,-0.0021438340190798044,-0.47020936012268066,0.0008931161719374359,0.05838447064161301,0.0016435468569397926,0.28174787759780884,174,0,PAD_CONSTRUCTION,LOW
900062,UNIVERSITY LANDS 16-13,DEVON ENERGY,31.423166,-103.653559,20260103,-0.01876428909599781,-0.4263131022453308,0.011542784981429577,0.16606754064559937,0.015875685960054398,0.31723567843437195,272,148,COMPLETION_RIG,HIGH
900063,GUADALUPE PASS 24-11,DEVON ENERGY,31.421641,-103.585595,20251229,-0.0007448802934959531,-0.4772208034992218,0.0003142978239338845,0.0589277446269989,0.0005726470844820142,0.29850855469703674,199,0,COMPLETION_RIG,HIGH
900064,BALMORHEA 46-13,DEVON ENERGY,31.378376,-103.506692,,0.000981299439445138,-0.5157586932182312,-2.0330920960986987e-05,0.05356958508491516,-0.0005969118792563677,0.31973761320114136,157,0,PAD_CONSTRUCTION,LOW
900065,RED HILLS 37-51,DEVON ENERGY,31.406047,-103.563934,20260212,-0.10747098922729492,-0.4684247374534607,0.07225662469863892,0.24384893476963043,0.093385249376297,0.3363353908061981,691,851,DRILLING_RIG,HIGH
900066,FIRST BONE 27-53,CENTENNIAL RESOURCE,31.250954,-103.505403,,0.0015072869136929512,-0.4349137544631958,-0.00014341458154376596,0.05225968360900879,-0.0009617378818802536,0.2773362696170807,186,0,PAD_CONSTRUCTION,LOW
900067,MUSTANG SPRINGS 28-12,CENTENNIAL RESOURCE,31.312652,-103.486442,20260224,-0.10900712758302689,-0.46581366658210754,0.07346874475479126,0.24620479345321655,0.09479178488254547,0.33527374267578125,692,860,DRILLING_RIG,HIGH
900068,SECOND BONE 06-18,CENTENNIAL RESOURCE,31.212943,-103.423726,20260222,-0.10829412192106247,-0.4760451912879944,0.07244710624217987,0.25124573707580566,0.09395532310009003,0.34626439213752747,684,860,DRILLING_RIG,HIGH
900069,TOYAH CREEK 12-32,CENTENNIAL RESOURCE,31.223823,-103.480911,20260125,-0.11806364357471466,-0.49277734756469727,0.08002990484237671,0.2529049813747406,0.10285015404224396,0.3492174744606018,728,956,DRILLING_RIG,HIGH
900070,SAND HILLS 13-06,CENTENNIAL RESOURCE,31.310817,-103.471073,20260208,-0.11096266657114029,-0.5111595988273621,0.07275330275297165,0.2467617243528366,0.0956789180636406,0.3705184757709503,679,860,DRILLING_RIG,HIGH
900071,SIDEWINDER 02-06,CENTENNIAL RESOURCE,31.246175,-103.446105,,-0.0029039266519248486,-0.3868509531021118,0.0003727268485818058,0.0547843873500824,0.0018914473475888371,0.24302096664905548,197,0,PAD_CONSTRUCTION,LOW
900072,CEDAR LAKE 34-23,PIONEER NATURAL RES,31.426234,-103.590957,,0.003011962864547968,-0.4870377480983734,0.0004501405346672982,0.0589277446269989,-0.0016271212371066213,0.3040596842765808,171,0,PAD_CONSTRUCTION,LOW
900073,THIRD BONE 13-21,PIONEER NATURAL RES,31.36906,-103.613114,20260109,0.006578223314136267,-0.40274137258529663,8.64519170136191e-05,0.060046806931495667,-0.0039123534224927425,0.2656635642051697,171,0,COMPLETION_RIG,HIGH
900074,BELL CANYON 19-07,PIONEER NATURAL RES,31.414334,-103.528367,20260115,-0.1049848347902298,-0.45059436559677124,0.07184102386236191,0.24537108838558197,0.09172731637954712,0.3260122835636139,661,861,COMPLETION_RIG,HIGH
900075,STATE 04-36,PIONEER NATURAL RES,31.433283,-103.629747,,-0.002271051751449704,-0.3948395848274231,-0.00011042505502700806,0.04701901972293854,0.0013184606796130538,0.2557113766670227,193,0,PAD_CONSTRUCTION,LOW
900076,RATTLESNAKE 31-31,PIONEER NATURAL RES,31.336414,-103.648038,,-0.0011016919743269682,-0.42148175835609436,0.00032029717112891376,0.06424250453710556,0.0007891341811046004,0.2634129822254181,188,0,PAD_CONSTRUCTION,LOW
900077,SECOND BONE 05-26,RING ENERGY,31.25057,-103.533563,,-0.002184430370107293,-0.3843395709991455,0.00016669518663547933,0.05235189199447632,0.0013773362152278423,0.22232525050640106,195,0,PAD_CONSTRUCTION,LOW
900078,RATTLESNAKE 06-16,RING ENERGY,31.124276,-103.480217,20260220,-0.10988916456699371,-0.4590491056442261,0.07221797108650208,0.2447858452796936,0.09482069313526154,0.32695096731185913,678,856,DRILLING_RIG,HIGH
900079,SIDEWINDER 20-56,RING ENERGY,31.224111,-103.54914,,0.0003315018257126212,-0.4565618634223938,-3.937784640584141e-05,0.056292176246643066,-0.00021465196914505213,0.27383318543434143,187,0,PAD_CONSTRUCTION,LOW
900080,UPPER WOLFCAMP 14-41,RING ENERGY,31.253617,-103.594123,20251215,-0.0018255922477692366,-0.4557713568210602,-2.4709814169909805e-05,0.05120790749788284,0.0010854715947061777,0.277964323759079,176,0,COMPLETION_RIG,HIGH
900081,SIDEWINDER 45-39,CHEVRON USA,30.98201,-103.799572,20260102,-0.0008265499491244555,-0.4283660650253296,0.00030085217440500855,0.0563923642039299,0.0006162708741612732,0.2716054916381836,176,0,COMPLETION_RIG,HIGH
900082,BONE SPRING 17-51,CHEVRON USA,31.107537,-103.788611,20260221,-0.10837671160697937,-0.5310568809509277,0.0722382515668869,0.2486506700515747,0.09392133355140686,0.3782792389392853,671,843,DRILLING_RIG,HIGH
900083,PECOS VALLEY 04-11,CHEVRON USA,31.115346,-103.667739,20260102,0.0009119627065956593,-0.41746875643730164,-0.00046457507414743304,0.051079072058200836,-0.0007330075022764504,0.2647903561592102,195,0,COMPLETION_RIG,HIGH
900084,CEDAR LAKE 32-29,CHEVRON USA,31.034401,-103.756441,,-0.0017990630585700274,-0.4042302966117859,0.00035569645115174353,0.048528991639614105,0.001221716869622469,0.24992871284484863,176,0,PAD_CONSTRUCTION,LOW
900085,BRUSHY CANYON 37-38,MARATHON OIL,31.240059,-103.715388,20251112,0.00163567578420043,-0.39729470014572144,0.0006944767665117979,0.053727030754089355,-0.0007036150782369077,0.24766218662261963,192,0,COMPLETION_RIG,HIGH
900086,GUADALUPE PASS 12-38,MARATHON OIL,31.283034,-103.659243,20260214,-0.105885811150074,-0.46651703119277954,0.07252565771341324,0.24982595443725586,0.09254175424575806,0.34075960516929626,662,859,DRILLING_RIG,HIGH
900087,DELAWARE MOUNTAIN 22-27,MARATHON OIL,31.251369,-103.713264,,0.0010265929158776999,-0.5023595094680786,7.417015876853839e-05,0.05644817650318146,-0.0005862878751941025,0.3086908459663391,167,0,PAD_CONSTRUCTION,LOW
900088,PECOS VALLEY 21-17,CIMAREX ENERGY,31.36168,-103.774128,,-0.0009716975619085133,-0.41694176197052,0.00011943047866225243,0.05383917689323425,0.0006307908915914595,0.24967046082019806,179,0,PAD_CONSTRUCTION,LOW
900089,CEDAR LAKE 30-27,CIMAREX ENERGY,31.398099,-103.674774,20260121,-0.10529351979494095,-0.6485546827316284,0.07175250351428986,0.24983511865139008,0.09187711775302887,0.442284494638443,665,850,COMPLETION_RIG,HIGH
900090,GUADALUPE PASS 36-09,CIMAREX ENERGY,31.310727,-103.771742,20260104,-0.0009980861796066165,-0.442471444606781,2.0264442355255596e-05,0.05431663990020752,0.0006069580558687449,0.26836973428726196,172,0,COMPLETION_RIG,HIGH
900091,CEDAR LAKE 01-36,MEWBOURNE OIL,31.408288,-103.604659,,0.0027482276782393456,-0.37663742899894714,4.868073301622644e-05,0.0572253093123436,-0.0016294647939503193,0.2399376928806305,184,0,PAD_CONSTRUCTION,LOW
900092,SECOND BONE 10-32,MEWBOURNE OIL,31.443832,-103.611205,,0.002008525189012289,-0.4870007038116455,-0.00033260579220950603,0.042989686131477356,-0.0013381576864048839,0.28940245509147644,159,0,PAD_CONSTRUCTION,LOW
900093,BALMORHEA 13-59,FASKEN OIL,31.438997,-103.571798,,0.002564313355833292,-0.40335407853126526,-0.000271851837169379,0.050771139562129974,-0.0016473287250846624,0.256475031375885,167,0,PAD_CONSTRUCTION,LOW
900094,SAND HILLS 18-53,FASKEN OIL,31.466391,-103.51052,,0.003083566203713417,-0.3946723937988281,-0.0002337154874112457,0.05291704833507538,-0.0019436260918155313,0.2434302568435669,165,0,PAD_CONSTRUCTION,LOW
900095,MUSTANG SPRINGS 29-35,COLGATE ENERGY,31.229824,-103.601658,20260218,-0.10595419257879257,-0.5110869407653809,0.07135175913572311,0.251010537147522,0.09211321920156479,0.3672316372394562,674,849,DRILLING_RIG,HIGH
900096,WOLFCAMP 45-16,COLGATE ENERGY,31.142855,-103.628516,20251113,-0.05112947151064873,-0.47043144702911377,0.031170519068837166,0.2313789576292038,0.04314589127898216,0.3409019112586975,415,369,COMPLETION_RIG,HIGH
